megadbid,Area,state,latactdd,lonactdd,elevuse_m,coast_km,maxaug_c,mindec_c,continen,precip_cm,rh_ann,raindays,cmd10yr,ecoreg,hw_plot_LG,bahwdftac,pct_hwd,year,N,S,hdep5yroll,ph_5y_roll,3yrSO2ugm3,spp_rich,Sscores,Nscores,N(eutroph),N(mesotroph),N(oligotroph),%oligotrophs,%mesotrophs,%eutrophs,olig:eutro,olig+meso:eutro,N(intermediate),N(sensitive),N(tolerant),% sens,% inter,% tol,sens:tol,sens+inter:tol,N(Cya l),N(Cya s-m),N(For p),N(For sh),N(Mtx m-l),N(Mtx s),% Cya l,% Cya s-m,% For p,% For sh,% Mtx m-l,% Mtx s,% Cya,% For
1571,West,Oregon,44.03,-122.42,671,128,27,-1,28,201,70.81,171,325,8,1,,,2004,2.92,1.07,0.08321372,5.3183402,0.359,21,5.144756567,,2,7,8,0.470588235,0.411764706,0.117647059,4,7.5,0,11,5,0.6875,0,0.3125,2.2,2.2,1,0,2,3,11,3,0.05,0,0.1,0.15,0.55,0.15,0.05,0.25
1307,West,Oregon,43.63,-122.29,762,139,27,-2,29,141,65.9726,149,296,8,1,,,2005,2.64,0.83,0.05934686,5.3439012,0.237,34,3.733549769,,4,8,16,0.571428571,0.285714286,0.142857143,4,6,4,19,5,0.678571429,0.142857143,0.178571429,3.8,4.6,5,0,4,4,12,6,0.161290323,0,0.129032258,0.129032258,0.387096774,0.193548387,0.161290323,0.258064516
104822,West,Montana,45.59,-110.5,1996,875,24,-10,34,54,47.83032338,1.27,304,8,0,,,2011,2.93,0.71,0.01444912,5.4585922,0.144,15,2.190488049,4.360174184,2,2,7,0.636363636,0.181818182,0.181818182,3.5,4.5,1,8,1,0.8,0.1,0.1,8,9,0,1,1,3,6,1,0,0.083333333,0.083333333,0.25,0.5,0.083333333,0.083333333,0.333333333
101935,West,Colorado,40.61,-105.47,3068,1176,19,-13,32,58,51.7472,85,232,8,0,,,2001,4.88,1.36,0.04328128,5.123226,0.359,12,1.935062363,6.041122681,3,2,5,0.5,0.2,0.3,1.666666667,2.333333333,1,9,1,0.818181818,0.090909091,0.090909091,9,10,0,0,1,2,5,3,0,0,0.090909091,0.181818182,0.454545455,0.272727273,0,0.272727273
103382,West,Oregon,44.28,-123.6,274,37,23,-1,24,225,76.128,182,314,4,1,,,2001,4.03,1.26,0.11054506,5.3504652,0.327,11,3.979806325,5.992544124,2,5,1,0.125,0.625,0.25,0.5,3,1,7,2,0.7,0.1,0.2,3.5,4,1,0,1,2,3,4,0.090909091,0,0.090909091,0.181818182,0.272727273,0.363636364,0.090909091,0.272727273
102846,West,Wyoming,43.56,-109.8,2708,1004,19,-14,33,54,47.0373,80,248,8,0,,,2003,3.02,0.81,0.02207894,5.3101208,0.323,5,0.484356436,3.225504217,0,1,4,0.8,0.2,0,,,0,5,0,1,0,0,,,0,0,1,2,2,0,0,0,0.2,0.4,0.4,0,0,0.6
2001,West,Oregon,45.11,-117.05,1585,450,24,-9,33,127,59.91,134,315,8,0,,,2008,3,0.81,0.05115054,5.391963,0.191,7,0.38,2.454725706,0,1,5,0.833333333,0.166666667,0,,,0,7,0,1,0,0,,,0,0,1,2,3,1,0,0,0.142857143,0.285714286,0.428571429,0.142857143,0,0.428571429
1242,West,Oregon,43.54,-122.35,1341,135,24,-3,27,157,70.4046,161,316,8,1,,,1997,2.54,0.82,0.1041339,5.2996565,0.248,26,3.098696935,,2,7,14,0.608695652,0.304347826,0.086956522,7,10.5,0,18,3,0.857142857,0,0.142857143,6,6,0,0,7,2,13,2,0,0,0.291666667,0.083333333,0.541666667,0.083333333,0,0.375
2612,West,Oregon,44.12,-121.66,1920,184,20,-8,28,119,59.91,126,277,8,0,,,1997,2.25,0.43,0.083408,5.30181925,0.19,20,0.773397755,2.080458238,0,1,17,0.944444444,0.055555556,0,,,1,14,1,0.875,0.0625,0.0625,14,15,0,0,8,2,5,3,0,0,0.444444444,0.111111111,0.277777778,0.166666667,0,0.555555556
103630,West,Oregon,45.51,-118.2,1433,357,24,-7,31,97,60.6792,126,292,8,0,,,1999,3.09,0.7,0.05500874,5.2908998,0.327,20,2.137782778,3.213509901,1,3,12,0.75,0.1875,0.0625,12,15,0,13,2,0.866666667,0,0.133333333,6.5,6.5,0,0,3,2,10,3,0,0,0.166666667,0.111111111,0.555555556,0.166666667,0,0.277777778
856,West,Oregon,42.5,-122.23,1890,160,22,-6,28,150,56.091,140,302,8,0,,,2003,2.45,0.58,0.05476768,5.4001236,0.196,18,1.447446155,2.882207292,1,3,13,0.764705882,0.176470588,0.058823529,13,16,0,14,2,0.875,0,0.125,7,7,0,0,7,1,7,2,0,0,0.411764706,0.058823529,0.411764706,0.117647059,0,0.470588235
1601,West,Oregon,44.08,-122.21,884,143,25,-2,27,204,65.9726,167,325,8,1,,,2005,2.87,1.23,0.0883158,5.3218138,0.227,38,3.904959496,,7,9,19,0.542857143,0.257142857,0.2,2.714285714,4,4,22,5,0.709677419,0.129032258,0.161290323,4.4,5.2,6,2,5,4,17,2,0.166666667,0.055555556,0.138888889,0.111111111,0.472222222,0.055555556,0.222222222,0.25
1900,West,Oregon,45.01,-122.06,488,141,25,-2,27,159,70.6083,165,319,8,0,,,2005,3.38,1.01,0.07687556,5.3191054,0.37,37,4.38559856,,5,8,18,0.580645161,0.258064516,0.161290323,3.6,5.2,5,20,7,0.625,0.15625,0.21875,2.857142857,3.571428571,8,1,5,2,14,5,0.228571429,0.028571429,0.142857143,0.057142857,0.4,0.142857143,0.257142857,0.2
105113,West,Montana,45.02,-111.57,2437,819,21,-11,32,66,55.5415,112,330,8,0,,,2008,2.88,0.8,0.02906706,,0.165,6,1.585695981,4.245896983,0,0,4,1,0,0,,,0,5,0,1,0,0,,,0,0,0,3,2,0,0,0,0,0.6,0.4,0,0,0.6
3934,West,Washington,46.84,-122.29,525,41,23,-1,24,112,81.2948,154,292,8,0,,,1998,4.55,1.81,0.11510872,5.0366096,0.687,14,5.442594154,,4,8,2,0.142857143,0.571428571,0.285714286,0.5,2.5,0,7,5,0.583333333,0,0.416666667,1.4,1.4,0,0,1,3,10,0,0,0,0.071428571,0.214285714,0.714285714,0,0,0.285714286
102947,West,Oregon,43.49,-122.81,1158,102,25,-1,26,180,70.81,160,292,8,1,,,1998,2.71,0.82,0.1168133,5.3079062,0.248,17,3.537071938,5.505927618,3,6,7,0.4375,0.375,0.1875,2.333333333,4.333333333,0,12,3,0.8,0,0.2,4,4,0,0,4,2,9,1,0,0,0.25,0.125,0.5625,0.0625,0,0.375
101230,West,Colorado,38.36,-106.2,3050,955,19,-14,33,50,43.4609,87,242,8,0,,,2004,3.4,0.97,0.03893968,5.1917702,0.249,7,3.833851438,9.628907453,3,1,0,0,0.25,0.75,0,0.333333333,1,4,1,0.666666667,0.166666667,0.166666667,4,5,0,0,0,0,5,1,0,0,0,0,0.833333333,0.166666667,0,0
1929,West,Oregon,45.11,-121.78,975,152,23,-5,28,144,65.2858,137,311,8,0,,,2005,3.73,1.07,0.05758656,5.308763,0.384,19,3.449487478,,1,5,10,0.625,0.3125,0.0625,10,15,3,12,1,0.75,0.1875,0.0625,12,15,1,0,3,1,10,3,0.055555556,0,0.166666667,0.055555556,0.555555556,0.166666667,0.055555556,0.222222222
3125,West,Oregon,42.9,-122.28,1486,151,24,-5,29,145,56.3625,132,320,8,0,,,2007,2.16,0.73,0.06093756,5.3735558,0.314,20,1.775,2.841639266,2,2,14,0.777777778,0.111111111,0.111111111,7,8,0,14,3,0.823529412,0,0.176470588,4.666666667,4.666666667,0,1,4,2,8,3,0,0.055555556,0.222222222,0.111111111,0.444444444,0.166666667,0.055555556,0.333333333
4152,West,Oregon,45.66,-121.7,1144,121,22,-4,26,190,70.4046,154,302,8,1,,,2000,5.34,1.28,0.11313622,5.2287938,0.75,19,4.157810026,5.400561264,4,5,8,0.470588235,0.294117647,0.235294118,2,3.25,0,9,5,0.642857143,0,0.357142857,1.8,1.8,0,0,3,3,9,2,0,0,0.176470588,0.176470588,0.529411765,0.117647059,0,0.352941177
1702,West,Oregon,44.32,-123.99,91,7,23,1,22,218,76.128,160,330,4,1,,,2005,3.73,1.53,0.08378174,5.3709358,0.3,26,3.954924344,,3,6,11,0.55,0.3,0.15,3.666666667,5.666666667,2,16,6,0.666666667,0.083333333,0.25,2.666666667,3,5,3,1,2,7,6,0.208333333,0.125,0.041666667,0.083333333,0.291666667,0.25,0.333333333,0.125
1074,West,Oregon,43.14,-122.22,2164,148,20,-8,28,148,64.8176,140,304,8,0,,,1998,1.83,0.47,0.09745148,5.2823484,0.177,13,0.678928571,,0,1,12,0.923076923,0.076923077,0,,,0,11,1,0.916666667,0,0.083333333,11,11,0,0,5,2,4,2,0,0,0.384615385,0.153846154,0.307692308,0.153846154,0,0.538461539
103863,West,Washington,46.16,-117.36,1311,379,23,-6,29,75,56.632,107,268,8,0,,,2000,2.35,0.5,0.03589924,5.2761444,0.27,26,2.919050405,4.856943824,3,5,13,0.619047619,0.238095238,0.142857143,4.333333333,6,0,17,3,0.85,0,0.15,5.666666667,5.666666667,0,0,7,3,11,1,0,0,0.318181818,0.136363636,0.5,0.045454546,0,0.454545455
102657,West,Oregon,42.7,-122.16,1768,167,23,-6,29,164,56.091,149,305,8,0,,,2001,2.03,0.51,0.08392404,5.3266474,0.176,11,1.245862069,2.459728926,0,1,9,0.9,0.1,0,,,0,8,2,0.8,0,0.2,4,4,0,0,6,1,1,2,0,0,0.6,0.1,0.1,0.2,0,0.7
103637,West,Oregon,45.06,-121.65,1494,163,20,-5,25,133,65.2858,136,305,8,0,,,2003,3.26,0.6,0.069979,5.3064106,0.381,15,2.329009901,3.448509351,0,3,10,0.769230769,0.230769231,0,,,0,10,1,0.909090909,0,0.090909091,10,10,0,0,5,2,6,1,0,0,0.357142857,0.142857143,0.428571429,0.071428571,0,0.5
1244,West,Oregon,43.54,-122.29,1250,140,26,-3,29,152,75.4361,157,319,8,1,,,2004,2.54,0.82,0.0668247,5.337435,0.227,19,2.689647124,,1,3,12,0.75,0.1875,0.0625,12,15,0,12,1,0.923076923,0,0.076923077,12,12,0,0,5,2,9,0,0,0,0.3125,0.125,0.5625,0,0,0.4375
1542,West,Oregon,43.98,-122.42,579,129,29,-1,30,183,70.81,170,322,8,1,,,2005,3.02,1.19,0.07582658,5.3308588,0.329,37,3.809912446,,5,9,18,0.5625,0.28125,0.15625,3.6,5.4,5,21,4,0.7,0.166666667,0.133333333,5.25,6.5,8,0,6,2,13,5,0.235294118,0,0.176470588,0.058823529,0.382352941,0.147058824,0.235294118,0.235294118
1246,West,Oregon,43.53,-122.02,1798,161,21,-8,29,155,69.7819,145,307,8,0,,,1996,2.05,0.47,0.0950629,5.287255,0.256,13,0.38,1.865528878,0,0,13,1,0,0,,,0,13,0,1,0,0,,,0,0,6,2,3,2,0,0,0.461538462,0.153846154,0.230769231,0.153846154,0,0.615384615
2627,West,Oregon,44.27,-122.07,914,151,26,-2,28,208,61.1814,157,342,8,0,,,1997,3.11,1.27,0.1262701,5.312895,0.253,29,2.386932811,,2,7,17,0.653846154,0.269230769,0.076923077,8.5,12,2,20,2,0.833333333,0.083333333,0.083333333,10,11,1,0,9,1,14,2,0.037037037,0,0.333333333,0.037037037,0.518518519,0.074074074,0.037037037,0.37037037
101936,West,Colorado,40.67,-105.67,2948,1172,20,-13,33,47,51.1663,88,249,8,0,,,2000,4.76,1.56,0.04984504,5.0787416,0.346,9,3.5867711,8.028562204,2,1,3,0.5,0.166666667,0.333333333,1.5,2,0,6,2,0.75,0,0.25,3,3,0,0,1,1,4,2,0,0,0.125,0.125,0.5,0.25,0,0.25
105118,West,Idaho,45.37,-115.79,1951,518,22,-14,36,93,59.3864,123,322,8,0,,,2002,2.48,0.68,0.04092346,,0.13,5,3.967142857,3.340657316,1,0,4,0.8,0,0.2,4,4,0,3,1,0.75,0,0.25,3,3,0,0,2,1,2,0,0,0,0.4,0.2,0.4,0,0,0.6
2998,West,Washington,45.59,-122.14,37,98,26,1,25,180,61.9191,160,310,8,1,,,2004,7.99,2.66,0.079488,5.261361,1.111,26,5.630614422,,16,4,1,0.047619048,0.190476191,0.761904762,0.0625,0.3125,3,10,9,0.454545455,0.136363636,0.409090909,1.111111111,1.444444444,3,2,1,3,12,2,0.130434783,0.086956522,0.043478261,0.130434783,0.52173913,0.086956522,0.217391304,0.173913044
103558,West,Idaho,45.67,-114.56,1892,589,24,-12,36,89,55.2636,135,306,8,0,,,2004,2.44,0.61,0.03928018,5.4320038,0.211,14,1.281778321,2.955403656,1,1,11,0.846153846,0.076923077,0.076923077,11,12,0,12,1,0.923076923,0,0.076923077,12,12,0,0,4,2,5,3,0,0,0.285714286,0.142857143,0.357142857,0.214285714,0,0.428571429
1373,West,Oregon,43.73,-122.56,914,118,26,1,25,152,61.9191,161,298,8,1,,,2005,3.06,0.99,0.06967338,5.3466912,0.362,35,4.251141171,,8,11,11,0.366666667,0.366666667,0.266666667,1.375,2.75,2,19,6,0.703703704,0.074074074,0.222222222,3.166666667,3.5,7,0,5,6,13,1,0.21875,0,0.15625,0.1875,0.40625,0.03125,0.21875,0.34375
910,West,Oregon,42.7,-122.16,1768,167,23,-6,29,162,56.091,149,330,8,0,,,2007,1.85,0.58,0.07091526,5.3863658,0.234,15,1.667692308,2.694676878,0,2,11,0.846153846,0.153846154,0,,,0,10,1,0.909090909,0,0.090909091,10,10,0,1,4,1,5,2,0,0.076923077,0.307692308,0.076923077,0.384615385,0.153846154,0.076923077,0.384615385
105005,West,Colorado,37.05,-105.28,3385,915,18,-13,31,63,55.2636,80,368,8,1,,,2007,4.91,1.52,0.03318314,,0.19,8,3.101239553,8.567381738,3,1,2,0.333333333,0.166666667,0.5,0.666666667,1,0,5,1,0.833333333,0,0.166666667,5,5,0,0,1,1,4,1,0,0,0.142857143,0.142857143,0.571428571,0.142857143,0,0.285714286
104796,West,Wyoming,44.07,-111.01,1945,898,25,-14,39,96,51.01365912,1.35,319,8,1,,,2008,4.41,1.31,0.0309697,5.448918,0.231,12,3.068154816,6.506193963,3,0,6,0.666666667,0,0.333333333,2,2,0,7,3,0.7,0,0.3,2.333333333,2.333333333,0,0,3,2,4,1,0,0,0.3,0.2,0.4,0.1,0,0.5
104804,West,Montana,45.61,-110.97,1897,842,24,-10,34,68,53.17228711,1.78,317,8,1,,,2011,2.76,0.48,0.02609372,5.4426302,0.122,20,3.051365647,5.129519346,2,3,10,0.666666667,0.2,0.133333333,5,6.5,0,13,2,0.866666667,0,0.133333333,6.5,6.5,0,1,3,4,7,1,0,0.0625,0.1875,0.25,0.4375,0.0625,0.0625,0.4375
1405,West,Oregon,43.78,-123.92,122,16,25,2,23,194,71.2077,161,318,4,1,,,1997,3.33,1.15,0.10245652,5.3236915,0.322,16,4.685330783,,6,2,4,0.333333333,0.166666667,0.5,0.666666667,1,1,8,2,0.727272727,0.090909091,0.181818182,4,4.5,0,0,2,3,8,0,0,0,0.153846154,0.230769231,0.615384615,0,0,0.384615385
2540,West,Oregon,43.09,-122.43,1737,134,23,-6,29,165,69.7819,144,308,8,0,,,2000,2.22,0.64,0.093059,5.3161164,0.198,22,2.015268649,,0,4,16,0.8,0.2,0,,,0,17,2,0.894736842,0,0.105263158,8.5,8.5,0,0,8,2,9,2,0,0,0.380952381,0.095238095,0.428571429,0.095238095,0,0.476190476
102944,West,Oregon,43.44,-122.29,1768,141,21,-4,25,182,69.9914,155,322,8,0,,,2000,2.4,0.69,0.1096469,5.3078492,0.221,19,2.545569037,3.756370859,1,3,13,0.764705882,0.176470588,0.058823529,13,16,1,13,1,0.866666667,0.066666667,0.066666667,13,14,0,0,5,1,7,4,0,0,0.294117647,0.058823529,0.411764706,0.235294118,0,0.352941177
105153,West,Colorado,39.15,-107.22,2714,972,22,-11,33,85,51.1663,112,355,8,1,,,2007,4.18,1.32,0.0377926,,0.222,13,2.911267274,6.822266227,3,4,3,0.3,0.4,0.3,1,2.333333333,1,9,1,0.818181818,0.090909091,0.090909091,9,10,0,1,0,1,8,2,0,0.083333333,0,0.083333333,0.666666667,0.166666667,0.083333333,0.083333333
3665,West,Washington,47.19,-120.58,1463,125,22,-9,31,90,69.5703,97,291,8,0,,,2008,2.17,0.4,0.04499724,5.246211,0.202,18,2.160851064,3.185022442,1,2,13,0.8125,0.125,0.0625,13,15,0,12,2,0.857142857,0,0.142857143,6,6,0,1,4,2,7,2,0,0.0625,0.25,0.125,0.4375,0.125,0.0625,0.375
104014,West,Idaho,47.22,-115.94,1184,455,26,-7,33,105,69.9914,138,325,8,0,,,2008,2.88,0.98,0.04550286,5.321648,0.183,26,3.116787233,4.420041254,3,5,13,0.619047619,0.238095238,0.142857143,4.333333333,6,0,15,4,0.789473684,0,0.210526316,3.75,3.75,0,0,5,3,12,2,0,0,0.227272727,0.136363636,0.545454546,0.090909091,0,0.363636364
101608,West,Colorado,39.13,-106.67,3225,995,19,-17,36,71,43.1483,113,285,8,0,,,1995,3.34,1.06,0.06184456,5.03757125,0.247,5,4.237783978,7.554570957,1,2,1,0.25,0.5,0.25,1,3,0,3,1,0.75,0,0.25,3,3,0,0,0,2,2,0,0,0,0,0.5,0.5,0,0,0.5
1703,West,Oregon,44.32,-123.92,305,12,23,2,21,233,81.5685,166,315,4,0,,,1996,3.35,1.17,0.10544242,5.33774825,0.345,26,4.508980498,,8,6,5,0.263157895,0.315789474,0.421052632,0.625,1.375,4,11,4,0.578947368,0.210526316,0.210526316,2.75,3.75,3,1,1,4,9,3,0.142857143,0.047619048,0.047619048,0.190476191,0.428571429,0.142857143,0.190476191,0.238095238
1195,West,Oregon,43.44,-122.29,1737,141,21,-4,25,182,69.9914,155,323,8,0,,,1997,2.4,0.69,0.10749978,5.29431375,0.221,20,2.001873376,,0,3,15,0.833333333,0.166666667,0,,,0,14,1,0.933333333,0,0.066666667,14,14,0,0,8,1,7,2,0,0,0.444444444,0.055555556,0.388888889,0.111111111,0,0.5
1214,West,Oregon,43.49,-122.49,1219,126,25,-2,27,176,70.6083,158,306,8,0,,,1997,2.26,0.75,0.09667994,5.30264775,0.213,26,2.659829675,,0,6,18,0.75,0.25,0,,,0,20,2,0.909090909,0,0.090909091,10,10,4,0,7,2,10,2,0.16,0,0.28,0.08,0.4,0.08,0.16,0.36
1377,West,Oregon,43.73,-122.35,945,134,26,-1,27,127,81.1558,155,316,8,0,,,1997,2.54,0.87,0.08060316,5.30730775,0.325,27,3.063141033,,2,7,15,0.625,0.291666667,0.083333333,7.5,11,1,19,3,0.826086957,0.043478261,0.130434783,6.333333333,6.666666667,4,0,6,2,12,1,0.16,0,0.24,0.08,0.48,0.04,0.16,0.32
1472,West,Oregon,43.88,-123.85,91,22,24,1,23,218,71.2077,156,317,4,1,,,1997,3.79,1.31,0.10373582,5.32662925,0.375,15,3.884574046,,5,2,4,0.363636364,0.181818182,0.454545455,0.8,1.2,3,8,1,0.666666667,0.25,0.083333333,8,11,2,0,0,5,4,2,0.153846154,0,0,0.384615385,0.307692308,0.153846154,0.153846154,0.384615385
1485,West,Oregon,43.88,-122.15,853,150,25,-3,28,153,61.4294,157,326,8,1,,,1997,2.52,0.78,0.0864369,5.3085855,0.215,25,3.041051905,,3,7,12,0.545454546,0.318181818,0.136363636,4,6.333333333,1,18,4,0.782608696,0.043478261,0.173913044,4.5,4.75,6,0,4,2,10,1,0.260869565,0,0.173913044,0.086956522,0.434782609,0.043478261,0.260869565,0.260869565
104080,West,Washington,47.96,-122.39,122,3,22,1,21,92,76.128,146,297,4,1,,,1998,7.8,4.69,0.08036736,5.1588774,3.557,15,5.866832583,8.272965347,10,2,1,0.076923077,0.153846154,0.769230769,0.1,0.3,2,6,5,0.461538462,0.153846154,0.384615385,1.2,1.6,0,0,0,3,7,3,0,0,0,0.230769231,0.538461539,0.230769231,0,0.230769231
103532,West,Montana,45.43,-111.26,1848,827,25,-13,38,63,59.91,110,286,8,0,,,2003,2.85,0.61,0.02701376,5.406293,0.17,15,4.191830345,4.424101793,2,3,8,0.615384615,0.230769231,0.153846154,4,5.5,0,8,5,0.615384615,0,0.384615385,1.6,1.6,0,0,3,2,7,3,0,0,0.2,0.133333333,0.466666667,0.2,0,0.333333333
105545,West,Idaho,46.59,-115.83,1031,473,26,-8,34,112,56.3625,153,319,8,0,,,2004,3.36,0.98,0.05688546,,0.25,31,4.009133957,4.044066319,5,5,18,0.642857143,0.178571429,0.178571429,3.6,4.6,0,17,7,0.708333333,0,0.291666667,2.428571429,2.428571429,1,1,6,3,10,8,0.034482759,0.034482759,0.206896552,0.103448276,0.344827586,0.275862069,0.068965517,0.310344828
104925,West,Idaho,47.22,-115.61,1107,479,25,-7,32,108,65.2858,143,325,8,0,,,2006,2.81,0.99,0.04064852,5.3309914,0.173,29,3.426262284,4.777938787,2,6,14,0.636363636,0.272727273,0.090909091,7,10,0,17,5,0.772727273,0,0.227272727,3.4,3.4,3,0,5,4,9,4,0.12,0,0.2,0.16,0.36,0.16,0.12,0.36
104841,West,Wyoming,42.66,-109.26,2801,1084,20,-17,37,67,53.73047663,1.19,324,8,1,,,2011,3.29,1.11,0.0226191,5.3663508,0.227,10,4.743896747,7.426444516,2,0,5,0.714285714,0,0.285714286,2.5,2.5,0,5,2,0.714285714,0,0.285714286,2.5,2.5,0,0,2,1,4,1,0,0,0.25,0.125,0.5,0.125,0,0.375
1201,West,Oregon,43.44,-122.02,1646,162,22,-7,29,124,64.8176,142,324,8,0,,,2005,1.55,0.36,0.04398806,5.3462046,0.226,12,1.276785714,2.346897297,0,1,11,0.916666667,0.083333333,0,,,0,10,1,0.909090909,0,0.090909091,10,10,0,0,3,2,4,3,0,0,0.25,0.166666667,0.333333333,0.25,0,0.416666667
1484,West,Oregon,43.88,-122.21,732,145,27,-2,29,145,61.4294,159,319,8,0,,,2005,2.6,0.87,0.07565114,5.3329732,0.216,36,3.745967022,,7,9,15,0.483870968,0.290322581,0.225806452,2.142857143,3.428571429,4,22,4,0.733333333,0.133333333,0.133333333,5.5,6.5,7,1,5,5,13,2,0.212121212,0.03030303,0.151515152,0.151515152,0.393939394,0.060606061,0.242424242,0.303030303
102582,West,Idaho,42.36,-111.24,2479,932,22,-12,34,72,47.6427,104,377,8,0,,,2005,3.23,1.29,0.02490684,5.609697,0.793,10,3.878273267,6.660435813,3,1,4,0.5,0.125,0.375,1.333333333,1.666666667,0,5,4,0.555555556,0,0.444444444,1.25,1.25,0,0,1,2,3,3,0,0,0.111111111,0.222222222,0.333333333,0.333333333,0,0.333333333
103243,West,Idaho,44.55,-114.8,2347,624,21,-13,34,81,59.6493,95,303,8,0,,,1996,1.99,0.44,0.0327348,5.32640775,0.138,6,,2.704881922,0,1,3,0.75,0.25,0,,,0,5,0,1,0,0,,,0,0,1,1,2,1,0,0,0.2,0.2,0.4,0.2,0,0.4
2137,West,Oregon,45.6,-121.7,945,124,23,-4,27,158,75.4361,155,307,8,1,,,1997,5.34,1.28,0.10646028,5.23960325,0.75,27,3.455976091,4.99840209,4,8,10,0.454545455,0.363636364,0.181818182,2.5,4.5,0,17,4,0.80952381,0,0.190476191,4.25,4.25,0,0,5,2,15,1,0,0,0.217391304,0.086956522,0.652173913,0.043478261,0,0.304347826
103897,West,Washington,46.59,-122.42,213,60,25,-1,26,193,66.1975,164,302,8,1,,,2001,4.54,1.65,0.1399864,5.0270922,0.614,11,5.933938794,8.150454712,7,1,1,0.111111111,0.111111111,0.777777778,0.142857143,0.285714286,1,4,5,0.4,0.1,0.5,0.8,1,0,0,0,4,5,1,0,0,0,0.4,0.5,0.1,0,0.4
105108,West,Idaho,44.55,-114.8,2347,624,21,-13,34,81,59.6493,95,303,8,0,,,2001,1.99,0.44,0.03106768,,0.138,5,0.38,,0,1,3,0.75,0.25,0,,,0,5,0,1,0,0,,,0,0,0,1,3,1,0,0,0,0.2,0.6,0.2,0,0.2
101232,West,Colorado,38.25,-106.89,3301,911,19,-15,34,56,54.7012,90,268,8,0,,,2003,2.81,0.74,0.04442924,5.13658,0.222,8,3.464653465,7.644943467,2,2,2,0.333333333,0.333333333,0.333333333,1,2,0,6,1,0.857142857,0,0.142857143,6,6,0,0,1,2,4,0,0,0,0.142857143,0.285714286,0.571428571,0,0,0.428571429
2170,West,Washington,45.85,-121.91,549,99,25,-2,27,254,65.9726,183,323,8,0,,,1997,5.12,1.51,0.16212884,5.2285025,0.564,39,3.681801048,,6,10,20,0.555555556,0.277777778,0.166666667,3.333333333,5,2,24,7,0.727272727,0.060606061,0.212121212,3.428571429,3.714285714,3,0,8,6,18,2,0.081081081,0,0.216216216,0.162162162,0.486486487,0.054054054,0.081081081,0.378378378
987,West,Oregon,42.95,-122.56,1646,129,22,-5,27,157,60.9314,134,303,8,0,,,2000,2.35,0.7,0.09134954,5.3264382,0.345,13,3.08,,2,1,9,0.75,0.083333333,0.166666667,4.5,5,0,7,3,0.7,0,0.3,2.333333333,2.333333333,0,0,6,3,3,0,0,0,0.5,0.25,0.25,0,0,0.75
1148,West,Oregon,43.34,-122.02,1737,162,22,-8,30,157,60.425,141,313,8,0,,,2000,2.02,0.49,0.10484128,5.2959518,0.187,11,1.667692308,,0,1,10,0.909090909,0.090909091,0,,,0,9,1,0.9,0,0.1,9,9,0,0,4,1,3,3,0,0,0.363636364,0.090909091,0.272727273,0.272727273,0,0.454545455
3454,West,Washington,45.7,-121.92,154,105,25,-1,26,207,66.1975,175,314,8,1,,,2000,6.51,2.26,0.1642726,5.2261572,1.216,35,5.210440779,,13,11,6,0.2,0.366666667,0.433333333,0.461538462,1.307692308,2,18,10,0.6,0.066666667,0.333333333,1.8,2,5,1,2,7,14,5,0.147058824,0.029411765,0.058823529,0.205882353,0.411764706,0.147058824,0.176470588,0.264705882
103650,West,Washington,45.89,-121.69,1189,112,21,-5,26,198,75.4361,136,301,8,0,,,2001,3.99,1.08,0.1134307,5.2046622,0.507,22,3.791027998,5.434240282,3,9,8,0.4,0.45,0.15,2.666666667,5.666666667,0,13,4,0.764705882,0,0.235294118,3.25,3.25,0,0,4,2,12,2,0,0,0.2,0.1,0.6,0.1,0,0.3
1197,West,Oregon,43.44,-122.22,1707,147,21,-6,27,174,75.0795,148,324,8,0,,,2004,2.4,0.69,0.07359196,5.3411088,0.226,14,1.058648649,,0,1,12,0.923076923,0.076923077,0,,,0,11,1,0.916666667,0,0.083333333,11,11,0,0,6,1,4,2,0,0,0.461538462,0.076923077,0.307692308,0.153846154,0,0.538461539
101596,West,Colorado,39.55,-105.52,3234,1086,17,-13,30,69,51.1663,95,279,8,1,,,2004,5.11,1.6,0.04247378,5.1578412,0.382,9,3.058325423,6.990533553,2,2,3,0.428571429,0.285714286,0.285714286,1.5,2.5,0,7,1,0.875,0,0.125,7,7,0,0,1,2,4,1,0,0,0.125,0.25,0.5,0.125,0,0.375
1614,West,Oregon,44.13,-123.85,183,20,25,1,24,204,76.2966,167,334,4,1,,,2005,3.21,1.22,0.0893959,5.3701236,0.314,7,2.448433843,,1,1,2,0.5,0.25,0.25,2,3,0,6,0,1,0,0,,,1,0,0,3,1,1,0.166666667,0,0,0.5,0.166666667,0.166666667,0.166666667,0.5
1716,West,Oregon,44.37,-123.92,30,12,24,2,22,214,81.5685,160,338,4,1,,,2005,3.15,1.18,0.0782966,5.3710602,0.337,13,3.541926755,,1,1,8,0.8,0.1,0.1,8,9,2,9,1,0.75,0.166666667,0.083333333,9,11,7,0,0,2,1,3,0.538461539,0,0,0.153846154,0.076923077,0.230769231,0.538461539,0.153846154
