Plot,maxaug_c,mindec_c,continen,precip_cm,N
103915,25,0,25,140,4.19
103916,24,0,24,187,3.69
103917,22,1,21,232,3
103918,24,0,24,235,3.9
103919,19,2,17,184,3.44
103920,23,-15,38,96,4.06
103922,22,-14,36,97,3.79
103923,22,-15,37,95,4
103924,22,-15,37,95,3.73
103926,21,-15,36,95,4.23
103927,22,-15,37,92,3.66
103931,22,-15,37,97,4.2
103932,21,-14,35,97,3.83
103934,23,-17,40,75,6.4
103935,23,-16,39,78,5.99
103936,23,-18,41,73,5.6
103938,23,-17,40,73,5.77
103940,23,-17,40,76,5.67
103941,24,-18,42,71,5.34
103943,24,-17,41,73,6.97
103944,24,-17,41,72,6.64
103945,24,-17,41,72,6.58
103946,23,-18,41,72,6.29
103948,23,-18,41,71,7.16
103949,24,-18,42,67,6
103951,24,-18,42,71,6.64
103953,24,-17,41,74,6.56
103954,24,-17,41,70,6.33
103955,24,-18,42,68,6.05
103956,25,-17,42,69,6.33
103957,25,-17,42,67,7.18
103959,24,-17,41,67,6.27
103960,24,-17,41,64,6.95
103961,24,-17,41,66,6.12
103962,25,-17,42,62,8.32
103963,25,-17,42,66,7.18
103965,25,-17,42,61,7.41
103967,25,-17,42,65,6.2
103969,25,-18,43,60,6.61
103972,29,-10,39,34,3.11
103974,29,-11,40,34,2.68
103975,30,-12,42,35,2.44
103977,21,-13,34,111,2.74
103979,17,-13,30,98,2.99
103980,26,-11,37,59,2.26
103982,26,-10,36,53,2.78
103985,26,-8,34,74,3.1
103986,22,-10,32,91,3.29
103987,22,-10,32,132,3.06
103988,21,-9,30,77,2.93
103989,21,-10,31,116,2.66
103990,22,-8,30,79,2.29
103991,22,-8,30,96,2.98
103992,26,-8,34,47,2.06
103993,25,-8,33,47,2.03
103996,22,-9,31,123,2.64
103998,23,-8,31,126,3.35
104004,24,-8,32,117,3.24
104006,27,-6,33,91,3.54
104007,25,-8,33,96,2.84
104008,24,-8,32,76,2.17
104010,25,-8,33,126,3.59
104012,26,-8,34,109,3.11
104013,26,-7,33,77,3.42
104014,26,-7,33,105,2.88
104017,27,-6,33,82,3.08
104020,24,-8,32,141,3.56
104023,27,-6,33,80,3.4
104024,27,-6,33,66,3.69
104026,27,-6,33,62,3.18
104028,25,-7,32,119,3.47
104030,22,-8,30,140,3.69
104032,23,-8,31,118,4.74
104037,28,-6,34,46,2.94
104038,28,-6,34,43,4.83
104040,28,-6,34,55,3.8
104042,28,-7,35,51,2.97
104043,28,-7,35,50,2.46
104044,27,-6,33,43,1.79
104045,21,-8,29,184,3.78
104046,24,-7,31,81,2.87
104047,24,-6,30,80,2.71
104048,24,-6,30,99,2.66
104049,22,-7,29,156,3.05
104050,25,-7,32,86,2.95
104052,27,-7,34,74,2.88
104053,21,-8,29,103,2.3
104054,28,-7,35,30,2.23
104057,25,-7,32,126,1.93
104058,18,-6,24,170,2.89
104060,19,-7,26,257,3.6
104061,22,-3,25,169,4.72
104062,19,-4,23,202,4.97
104063,20,-5,25,242,4.19
104064,19,-5,24,280,5.71
104065,23,0,23,151,7.16
104066,20,-7,27,310,3.76
104067,18,-9,27,224,3.4
104068,22,-2,24,285,7.2
104069,23,0,23,179,6.7
104070,20,-8,28,220,3.02
104071,19,-2,21,376,7.28
104072,20,-5,25,329,5.01
104073,19,-2,21,365,7.01
104075,23,0,23,103,6.08
104076,24,1,23,119,7.71
104077,23,0,23,148,3.09
104078,24,1,23,98,2.36
104079,23,1,22,96,9.81
104080,22,1,21,92,7.8
104081,22,1,21,80,3.16
104082,22,0,22,297,5.28
104084,24,0,24,257,4.12
104085,22,0,22,271,3.47
104087,22,-1,23,477,3.6
104088,21,0,21,484,3.01
104089,23,1,22,297,2.78
104090,25,0,25,217,3.62
104091,23,-1,24,404,2.38
104092,20,0,20,382,2.42
104093,22,-1,23,219,1.44
104094,18,-3,21,153,2.79
104096,20,1,19,241,3.78
104097,18,1,17,237,3.12
104098,21,1,20,294,2.56
104099,19,1,18,285,1.84
104100,23,0,23,336,2.19
104101,21,1,20,289,2.55
104102,24,-18,42,69,6.38
104104,24,-19,43,67,5.79
104106,24,-19,43,57,5.83
104107,26,-17,43,51,6.93
104108,25,-18,43,55,6.8
104109,22,-10,32,63,3.41
104110,23,-11,34,134,3.52
104111,19,-12,31,135,2.82
104112,23,-10,33,87,3.84
104113,20,-11,31,108,3.77
104114,23,-13,36,64,2.49
104115,22,-11,33,111,2.42
104118,25,-10,35,60,2.99
104119,19,-12,31,159,4.01
104120,24,-12,36,60,2.47
104121,27,-7,34,74,2.87
104122,22,-12,34,96,2.66
104123,21,-9,30,121,2.85
104128,17,-10,27,204,4.39
104129,27,-6,33,65,2.28
104131,27,-6,33,77,3.5
104134,23,-9,32,107,3.82
104139,24,-8,32,89,3.12
104142,27,-7,34,66,2.59
104145,23,-9,32,95,2.72
104148,19,-10,29,185,3.82
104149,24,-10,34,82,2.66
104152,28,-6,34,59,3.22
104153,28,-6,34,57,3.21
104154,26,-8,34,66,2.77
104155,23,-8,31,59,2.41
104156,25,-9,34,99,2.97
104157,28,-6,34,59,2.68
104158,27,-7,34,70,2.98
104160,27,-7,34,56,2.19
104161,27,-7,34,78,2.53
104162,24,-9,33,88,2.4
104163,22,-11,33,106,2.72
104164,25,-8,33,105,2.38
104165,20,-11,31,131,2.62
104167,27,-7,34,70,2.1
104171,26,-8,34,61,2.76
104173,29,-7,36,43,2.04
104174,29,-7,36,31,2.1
104176,27,-9,36,40,2.27
104177,28,-9,37,36,1.84
104178,22,-9,31,69,2.15
104180,26,-9,35,61,1.93
104182,24,-11,35,42,1.59
104183,25,-11,36,46,1.58
104184,23,-9,32,69,2.28
104185,25,-11,36,43,1.57
104187,24,-11,35,42,2.01
104188,23,-8,31,88,1.99
104190,23,-10,33,51,1.46
104191,28,-8,36,34,1.71
104192,23,-10,33,49,2.37
104193,24,-11,35,46,2.01
104195,17,-12,29,78,2.27
104197,20,-12,32,75,1.9
104198,24,-11,35,49,1.83
104200,24,-8,32,49,1.55
104202,20,-9,29,121,2.33
104204,20,-10,30,119,2.29
104205,19,-10,29,68,2.01
104207,23,-10,33,70,1.95
104208,17,-10,27,134,2.34
104209,20,-9,29,171,2.32
104210,16,-11,27,94,2.06
104211,20,-4,24,319,4.2
104212,25,-1,26,190,5.89
104213,25,-7,32,242,3.84
104214,23,-1,24,245,6.62
104215,21,-6,27,306,3.59
104216,22,-3,25,402,5.61
104217,24,-2,26,242,5.03
104218,21,-4,25,224,2.86
104219,20,-6,26,335,3.41
104220,22,-2,24,264,2.95
104221,20,-4,24,374,4.58
104222,21,-4,25,229,4.13
104223,23,-1,24,175,5.54
104224,22,0,22,168,6.92
104225,23,-2,25,237,6.35
104226,22,0,22,186,1.95
104227,21,1,20,41,2.91
104229,23,1,22,281,2.81
104230,20,1,19,194,1.38
104231,20,1,19,237,1.83
104232,24,-19,43,58,5.75
104234,29,-1,30,114,16.06
104235,29,-1,30,113,14.82
104236,29,-2,31,114,15.36
104237,29,-1,30,114,15.69
104238,29,-1,30,113,16.43
104239,29,-1,30,114,15.6
104240,29,-2,31,114,15.78
104241,29,-2,31,113,16.43
104243,29,-2,31,114,15.78
104244,29,-2,31,114,16.44
104245,29,-2,31,115,15.15
104246,29,-2,31,113,14.17
104247,29,-2,31,115,14.12
104248,29,-2,31,114,14.04
104249,29,-2,31,113,14.64
104250,29,-2,31,113,14.68
104251,29,-2,31,113,15.24
104252,29,-2,31,112,14.84
104253,28,-3,31,119,17.72
104255,29,-1,30,114,15.69
104256,29,-1,30,113,15.46
104259,29,-1,30,114,15.6
104260,29,-1,30,114,15.59
104261,29,-2,31,113,15.22
104262,29,-2,31,114,16.44
104263,29,-1,30,115,15.59
104264,29,-2,31,116,15.15
104265,29,-2,31,114,8.97
104266,29,-2,31,113,14.59
104267,29,-2,31,113,14.28
104268,29,-2,31,113,15.24
104269,29,-2,31,111,14.84
104272,29,-1,30,114,15.36
104275,29,-2,31,114,15.89
104276,29,-2,31,114,15.78
104277,29,-2,31,113,15.22
104278,29,-2,31,115,15.59
104281,29,-2,31,114,14.04
104283,29,-2,31,113,14.68
104284,29,-2,31,114,14.65
104285,29,-2,31,110,14.84
104287,29,-2,31,113,15.73
104289,29,-2,31,114,15.89
104291,29,-2,31,113,14.68
104293,28,0,28,85,5.28
104294,22,-6,28,112,3.44
104295,22,-7,29,103,4.7
104297,26,-4,30,95,4.7
104298,27,0,27,87,4.56
104299,24,-3,27,97,4.7
104300,20,-8,28,112,3.44
104301,24,-3,27,97,4.7
104302,26,-2,28,96,4.7
104305,21,-9,30,114,3.36
104308,29,-7,36,31,1.65
104312,30,1,29,44,5.35
104313,27,-3,30,73,15.09
104315,30,-1,31,77,5.28
104318,23,-6,29,104,4.7
104319,31,1,30,56,11.12
104326,28,1,27,69,10.3
104327,28,1,27,66,10.3
104335,22,-16,38,64,3.32
104336,28,-1,29,93,17.24
104344,22,-3,25,103,3.91
104347,23,-5,28,101,4.7
104348,26,-3,29,72,11.48
104349,25,-5,30,67,8.29
104350,27,-1,28,96,17.48
104351,25,3,22,48,4.39
104352,28,-7,35,85,2.6
104353,33,2,31,69,7.61
104354,28,2,26,88,10.19
104355,31,1,30,121,7.65
104356,34,2,32,46,5.97
104357,32,1,31,86,8.92
104358,24,-2,26,88,4.56
104359,32,2,30,42,11.08
104360,27,1,26,96,12.19
104361,22,3,19,80,2.67
104362,28,1,27,79,10.3
104363,28,1,27,78,10.3
104366,27,-2,29,91,18.06
104370,16,-15,31,78,2.83
104371,25,-3,28,95,4.7
104372,27,2,25,84,4.56
104373,25,-5,30,79,11.52
104375,26,4,22,42,10.37
104377,29,1,28,70,10.3
104382,30,3,27,54,8.25
104383,23,5,18,42,15.98
104384,30,0,30,144,8
104389,25,-2,27,98,14.48
104392,30,1,29,79,5.28
104397,25,-6,31,65,6.78
104398,33,2,31,74,7.39
104399,31,0,31,104,5.28
104400,31,1,30,60,10.38
104401,25,-2,27,88,14.48
104402,29,2,27,30,4.73
104403,24,-7,31,96,2.15
104404,22,-7,29,110,3.78
104405,25,-6,31,105,3.74
104406,28,-6,34,41,1.6
104408,27,0,27,51,10.68
104409,27,0,27,49,9.18
104414,26,-2,28,71,7.72
104415,24,4,20,41,6.59
104418,33,4,29,60,7
104419,25,-2,27,92,4.7
104470,34,2,32,31,13.32
104471,27,-9,36,40,2.81
104472,27,-10,37,50,2.59
104473,20,-10,30,119,2.36
104474,23,-10,33,107,2.59
104475,24,-9,33,54,3.52
104476,33,2,31,33,13.76
104478,30,-4,34,116,2.86
104479,23,-6,29,103,4.86
104480,28,2,26,63,10.19
104482,33,3,30,57,9.93
104530,28,0,28,165,6.66
104531,21,4,17,44,5.11
104532,28,0,28,87,4.7
104533,29,0,29,82,5.28
104535,28,1,27,75,10.3
104536,34,0,34,38,4.89
104537,30,2,28,44,13.24
104538,32,1,31,100,7.47
104558,27,-3,30,92,4.96
104559,28,-7,35,57,2.72
104560,28,-2,30,87,4.7
104561,32,-3,35,98,3.38
104562,35,2,33,66,5.49
104563,35,2,33,99,6.12
104564,17,-15,32,80,2.83
104565,17,-15,32,80,2.83
104566,33,3,30,56,13.3
104567,34,1,33,74,7.33
104568,20,5,15,59,3.93
104570,23,3,20,76,9.3
104571,28,2,26,80,6.75
104572,28,3,25,48,5.78
104573,28,2,26,66,10.68
104574,28,2,26,68,10.68
104575,30,1,29,61,10.68
104579,26,-3,29,93,4.96
104580,26,-3,29,93,4.86
104581,26,-2,28,93,18.06
104582,23,-5,28,104,3.44
104583,33,1,32,85,7.21
104584,25,-8,33,57,3.06
104585,32,2,30,40,13.36
104586,26,-5,31,95,4.7
104587,25,-1,26,101,18.06
104595,23,-3,26,100,3.91
104597,26,-9,35,77,3.42
104598,23,-5,28,103,3.91
104599,27,3,24,56,7.26
104600,27,1,26,97,16.56
104602,34,2,32,27,12.06
104604,24,-5,29,98,3.91
104605,29,-2,31,99,4.01
104606,31,-3,34,98,3.28
104607,31,-4,35,47,1.62
104608,17.6,-2.64,20.24,302,0.75
104609,16.35,-11.63,27.98,59,0.75
104610,16.18,-6.65,22.83,243,0.75
104611,16.82,-10.76,27.58,58,0.75
104612,17.01,-4.54,21.55,419,0.75
104613,17.16,-3.27,20.43,246,0.75
104614,17.57,-2.13,19.7,232,0.75
104615,18.17,-1.39,19.56,179,0.75
104616,16.92,-12.32,29.24,58,0.75
104617,14.38,-7.42,21.8,150,0.75
104618,15.28,-3.25,18.53,378,0.75
104619,14.21,-8.15,22.36,433,0.75
104620,18.03,-0.92,18.95,174,0.75
104623,15.29,-2.58,17.87,348,0.75
104624,17.75,-0.85,18.6,379,0.75
104625,14.38,-6.24,20.62,285,0.75
104627,16.46,-2.99,19.45,318,0.75
104628,16.26,-5.12,21.38,388,0.75
104629,15.91,-4.7,20.61,398,0.75
104630,17.22,-0.53,17.75,282,0.75
104631,16.56,-4.87,21.43,245,0.75
104632,14.7,-4.98,19.68,418,0.75
104633,13.61,-7.68,21.29,408,0.75
104634,17.19,-3.2,20.39,247,0.75
104635,17.24,-13.26,30.5,43,0.75
104636,16.99,-2.66,19.65,264,0.75
104637,16.65,-2.76,19.41,144,0.75
104638,14.83,-5.71,20.54,360,0.75
104639,18.29,-3.61,21.9,353,0.75
104642,16.02,-4.58,20.6,212,0.46
104643,16.42,-4.25,20.67,228,1.4
104644,15.93,-5.11,21.04,215,1.26
104645,16.76,-4.22,20.98,171,0.9
104646,17.05,-3.74,20.79,175,0.61
104647,16.65,-4.56,21.21,211,0.54
104648,18.47,-5.85,24.32,91,0.87
104649,17.91,-6.59,24.5,93,0.87
104650,17.4,-1.79,19.19,404,0.73
104651,17.17,-2.68,19.85,464,0.64
104652,18.25,-0.6,18.85,335,1.02
104653,17.75,-1.29,19.04,373,0.87
104654,17.93,-1.61,19.54,345,0.34
104655,16.42,-1.61,18.03,287,2.18
104656,15.95,-2.35,18.3,304,0.64
104657,14.61,-4.36,18.97,374,0.76
104658,15.92,-2.56,18.48,344,0.5
104659,16.44,-1.79,18.23,286,0.75
104660,16.68,-1.43,18.11,257,0.9
104661,16.68,-1.43,18.11,257,0.75
104662,17.51,-2.02,19.53,258,0.87
104663,17.38,-1.71,19.09,274,0.52
104664,17.31,-2.25,19.56,291,0.54
104665,17.35,-11.44,28.79,66,1.05
104666,17.35,-11.44,28.79,66,1.15
104667,17.76,-11.68,29.44,65,0.84
104668,15.47,-8.34,23.81,179,0.99
104669,17.13,-11.58,28.71,66,0.81
104672,18.88,-14.2,33.08,34,0.73
104673,18,-13.09,31.09,39,0.71
104676,18.4,-12.77,31.17,34,1.6
104677,18.31,-12.82,31.13,42,0.96
104681,15.85,-4.16,20.01,392,0.87
104682,15.83,-6.5,22.33,204,1.52
104683,16.72,-11.87,28.59,51,1.02
104684,18.11,-11.76,29.87,47,0.93
104688,16.61,-11.53,28.14,62,0.61
104689,16.06,-7.13,23.19,72,1.48
104690,15.8,-5.75,21.55,95,1.19
104691,16.34,-2.96,19.3,190,0.54
104692,16.4,-2.7,19.1,194,0.84
104693,16.5,-5.43,21.93,195,1.48
104694,16.26,-2.55,18.81,192,2.14
104695,15.13,-4.38,19.51,209,0.71
104696,16.46,-3.96,20.42,195,1.22
104697,16.94,-2.65,19.59,175,1.52
104698,16.39,-2.56,18.95,178,1.72
104699,17.31,-3.9,21.21,229,0.96
104700,13.69,-10.08,23.77,150,1.6
104701,18.12,-0.8,18.92,342,0.32
104702,16.2,-1.96,18.16,291,0.68
104703,16.14,-2.09,18.23,302,0.71
104704,15.59,-3.44,19.03,357,0.66
104705,17.1,-8.24,25.34,151,1.12
104706,18.57,-13.24,31.81,38,0.37
104708,16.01,-3.57,19.58,372,0.68
104710,16.16,-3.76,19.92,198,0.59
104711,14.48,-3.61,18.09,325,0.75
104712,17.99,-2.13,20.12,227,0.75
104713,16.62,-3.11,19.73,419,0.75
104714,18.81,-2.62,21.43,252,0.75
104715,16.96,-2.5,19.46,274,0.75
104716,17.68,-13.45,31.13,50,0.75
104717,17.17,-3.53,20.7,175,0.75
104718,18.27,-14.57,32.84,38,0.75
104719,18.27,-14.57,32.84,38,0.75
104720,16.89,-3.14,20.03,360,0.75
104721,16.44,-3.73,20.17,414,0.75
104723,16.25,-0.97,17.22,234,0.75
104724,15.42,-2.48,17.9,264,0.75
104725,17.41,-3,20.41,279,0.75
104726,14.4,-6.87,21.27,377,0.75
104727,17.24,0.08,17.16,247,0.75
104728,14.43,-7.8,22.23,229,0.75
104729,17.97,-4.34,22.31,265,0.75
104730,15.39,-4.7,20.09,436,0.75
104732,17.18,-20.23,37.41,40,0.75
104733,14.53,-6.87,21.4,451,0.75
104734,18.27,-2.42,20.69,275,0.75
104735,16.34,-10.98,27.32,76,0.75
104736,17.27,-1.5,18.77,205,0.75
104737,16.02,-2.35,18.37,227,0.75
104738,18.21,-13.98,32.19,41,0.75
104739,17.75,-12.96,30.71,44,0.75
104740,19.36,-9.61,28.97,107,0.75
104741,18.43,-1,19.43,308,0.75
104742,16.28,-5.3,21.58,327,0.75
104743,16.88,-3.16,20.04,304,0.75
104744,16.73,-3.92,20.65,254,0.75
104746,15.97,-2.29,18.26,354,0.75
104747,17.67,-9.38,27.05,89,0.75
104748,17.76,0.09,17.67,234,0.75
104749,16.93,0.2,16.73,273,0.75
104750,16.51,-0.64,17.15,345,0.75
104751,14.18,-6.93,21.11,158,0.75
104752,16.41,-2.45,18.86,327,0.75
104753,17.45,-0.63,18.08,304,0.75
104754,15.25,-4.61,19.86,386,0.75
104755,15.76,-5.49,21.25,273,0.75
104756,18.3,-2.57,20.87,345,0.75
104757,17.8,-10.27,28.07,74,0.75
104758,16.27,-2.39,18.66,282,0.75
104759,13.7,-7.57,21.27,390,0.75
104760,14.64,-8,22.64,253,0.75
104761,17.46,-1.34,18.8,270,0.75
104762,13.71,-7.95,21.66,286,0.75
104763,17.94,-3.52,21.46,363,0.75
104764,15.33,-2.2,17.53,329,0.75
104765,16.08,-9.05,25.13,65,0.75
104766,16.01,-3.29,19.3,291,0.75
104767,16.44,-4.79,21.23,337,0.75
104768,17.15,-1.22,18.37,295,0.75
104769,17.83,-3.89,21.72,253,0.75
104770,18.21,-3.01,21.22,346,0.75
104771,17.18,-3.21,20.39,176,0.75
104772,17.46,-5.88,23.34,183,0.75
104773,16.79,-3.77,20.56,328,0.75
104774,15.48,-6.07,21.55,426,0.75
104775,18.01,-0.41,18.42,262,0.75
104776,15.69,-4.34,20.03,396,0.75
104777,14.73,-6.61,21.34,290,0.75
104778,16.05,-8.06,24.11,74,0.75
104780,15.82,-3.47,19.29,360,0.75
104781,15.87,-2.48,18.35,321,0.75
104782,17.74,-1.86,19.6,308,0.75
104783,18.11,-0.66,18.77,226,0.75
104784,15.26,-3.73,18.99,327,0.75
104785,17.41,-2.17,19.58,237,0.75
104786,15.42,-4.92,20.34,483,0.75
104787,17.78,-2.98,20.76,171,0.75
104788,18.32,-1.74,20.06,218,0.75
104789,16.77,-8.82,25.59,150,0.75
104790,15.42,-6.26,21.68,374,0.75
104791,16.95,-2.85,19.8,366,0.75
104792,17.16,-2.74,19.9,339,0.75
104793,16.86,-12.88,29.74,44,0.75
104794,17.38,-2.62,20,276,0.75
104795,18.1,-11.84,29.94,46,0.75
104796,25,-14,39,96,4.41
104797,24,-12,36,88,4
104798,25,-12,37,83,4
104799,20,-14,34,76,3.01
104800,17,-16,33,137,3.01
104801,22,-11,33,51,2.1
104802,21,-12,33,80,3.43
104803,22,-9,31,87,2.33
104804,24,-10,34,68,2.76
104805,24,-10,34,69,2.76
104806,23,-9,32,74,3.72
104807,23,-9,32,81,3.72
104808,25,-10,35,55,2.51
104809,19,-14,33,93,2.75
104810,22,-13,35,44,1.92
104811,21,-12,33,56,2.21
104812,23,-11,34,49,2.43
104813,24,-12,36,56,2.8
104814,25,-10,35,72,3.38
104815,19,-14,33,89,2.88
104816,21,-12,33,56,2.6
104817,25,-11,36,38,2.69
104818,22,-11,33,56,2.21
104819,22,-11,33,60,1.91
104820,26,-11,37,32,1.97
104821,23,-10,33,62,2.52
104822,24,-10,34,54,2.93
104823,24,-11,35,60,2.52
104824,20,-13,33,85,2.52
104830,25,-10,35,65,2.38
104831,20,-11,31,135,3.38
104832,23,-9,32,93,2.71
104833,23,-17,40,49,3.43
104834,23,-18,41,43,3.27
104835,24,-18,42,37,3.16
104836,24,-19,43,39,3.16
104837,24,-19,43,40,3.16
104838,20,-14,34,86,3.35
104839,20,-14,34,87,3.33
104841,20,-17,37,67,3.29
104842,24,-15,39,94,4.41
104843,24,-15,39,98,4.62
104844,23,-15,38,121,5.86
104845,21,-17,38,62,3.27
104847,23,-18,41,57,3.42
104848,22,-19,41,57,3.22
104849,22,-19,41,57,3.22
104850,23,-17,40,50,2.93
104851,22,-18,40,54,2.97
104852,21,-16,37,45,3.06
104853,17,-15,32,92,3.52
104854,19,-15,34,155,5.37
104855,19,-13,32,66,3.52
104856,20,-17,37,59,3.18
104857,20,-15,35,62,3.42
104860,19,-14,33,72,3.43
104861,21,-13,34,128,4.93
104862,21,-14,35,123,4.74
104863,27,-9,36,53,4.65
104865,25,-12,37,59,4.02
104866,26,-7,33,50,4.23
104867,27,-8,35,48,3.31
104869,19,-13,32,65,4.51
104870,27,-8,35,47,5.07
104871,19,-15,34,54,3.09
104872,17,-16,33,64,3.51
104874,19,-14,33,60,3.85
104875,24,-10,34,40,2.95
104879,21,-12,33,64,5.3
104880,21,-16,37,62,3.62
104881,21,-11,32,72,3.98
104882,27,-8,35,41,3.57
104883,27,-10,37,32,2.67
104884,27,-9,36,38,3.09
104885,23,-12,35,69,4.19
104889,28,-12,40,38,3.24
104890,23,-12,35,49,3.06
104893,29,-9,38,68,5.44
104900,27,-10,37,69,3.09
104901,22,-12,34,67,2.99
104902,21,-12,33,60,2.18
104904,23,-12,35,61,2.51
104905,27,-8,35,89,2.89
104906,22,-13,35,114,3.21
104907,21,-11,32,119,3.32
104908,22,-14,36,121,2
104909,21,-14,35,114,2.56
104910,26,-8,34,81,2.71
104911,26,-9,35,73,2.6
104912,22,-12,34,72,2.43
104913,22,-12,34,61,2.24
104914,24,-12,36,49,2.48
104915,22,-12,34,93,3.12
104916,25,-11,36,94,3.04
104917,27,-9,36,77,2.74
104918,30,-5,35,82,3.32
104919,24,-7,31,152,3.28
104920,29,-6,35,105,3.48
104921,23,-8,31,138,3.12
104922,28,-6,34,74,3.25
104923,26,-7,33,92,3.01
104924,25,-8,33,119,3.13
104925,25,-7,32,108,2.81
104926,23,-8,31,167,3.15
104927,26,-7,33,107,3.49
104928,23,-8,31,117,3.74
104929,25,-7,32,78,3.52
104930,25,-8,33,92,4.22
104931,26,-7,33,83,2.84
104932,20,-9,29,127,3.06
104933,27,-6,33,61,2.8
104934,24,-8,32,106,2.92
104941,27,-4,31,61,4.31
104943,29,-1,30,51,2.87
104944,30,0,30,51,3.48
104945,29,2,27,60,4.64
104946,28,-4,32,58,4.33
104951,23,-10,33,56,4.11
104952,21,-11,32,70,3.65
104953,22,-11,33,63,3.81
104954,21,-11,32,74,3.78
104955,28,-3,31,65,4.06
104956,30,-5,35,61,3.75
104958,26,-8,34,61,3.72
104959,29,-7,36,38,3.34
104960,25,-7,32,70,4.79
104961,28,-8,36,40,2.98
104962,28,-8,36,41,2.86
104963,32,-1,33,67,6.09
104964,29,-4,33,68,5.24
104965,28,-8,36,70,4.71
104966,28,-1,29,69,4.75
104967,27,-6,33,58,3.96
104968,31,-2,33,49,3.42
104969,32,-4,36,37,2.99
104974,27,-10,37,49,4.21
104975,29,-8,37,31,2.88
104977,29,-6,35,46,3.56
104979,27,-8,35,49,3.97
104980,29,-6,35,46,3.28
104982,28,-8,36,37,3.75
104983,29,-7,36,32,2.83
104986,27,-7,34,24,2.37
104987,25,-8,33,49,4.14
104988,30,-8,38,26,2.38
104989,28,-8,36,34,3.44
104991,24,-9,33,67,4.99
104996,29,-6,35,43,3.43
104999,30,-6,36,35,3.46
105003,29,-9,38,38,3.85
105004,22,-10,32,58,4.61
105005,18,-13,31,63,4.91
105007,21,-11,32,60,4.13
105008,18,-15,33,95,4.82
105009,20,-13,33,77,5.23
105010,25,-14,39,57,3.93
105011,23,-13,36,78,4.26
105012,20,-14,34,77,4.29
105013,18,-15,33,86,4.22
105014,22,-14,36,97,4.97
105015,29,-11,40,36,4.47
105016,28,-12,40,47,3.85
105017,25,-13,38,58,3.99
105018,23,-15,38,61,4.15
105019,20,-16,36,57,3.33
105020,22,-19,41,46,3.44
105021,24,-11,35,66,4.75
105022,25,-11,36,59,4.93
105025,20,-13,33,76,4.44
105026,24,-12,36,48,3.11
105029,29,-9,38,38,3.85
105031,24,-9,33,54,7.15
105032,22,-12,34,60,4.64
105033,19,-13,32,57,4.12
105034,24,-10,34,44,3.89
105035,21,-12,33,39,3.13
105036,21,-13,34,34,2.78
105037,19,-14,33,67,3.05
105038,20,-13,33,70,3.58
105039,22,-12,34,29,3.51
105040,22,-13,35,40,2.26
105041,21,-13,34,48,2.72
105042,26,-10,36,41,3.22
105043,18,-14,32,65,3.23
105044,29,-8,37,39,3.67
105045,25,-9,34,44,3.81
105046,28,-8,36,45,3.33
105048,28,-8,36,37,3.06
105053,18,-14,32,96,4.05
105060,19,-12,31,79,4.4
105063,19,-15,34,121,4.52
105064,19,-15,34,104,4.49
105065,23,-12,35,74,3.55
105067,29,-10,39,33,2.85
105068,26,-11,37,37,2.76
105071,17,-15,32,81,3.77
105073,28,-7,35,48,3.47
105074,27,-1,28,214,1.94
105075,20,-15,35,92,4.86
105080,21,-12,33,94,4.09
105083,27,-8,35,36,1.81
105084,27,-9,36,49,2.47
105086,21,-15,36,62,2.78
105087,24,-15,39,79,3.77
105088,19,-14,33,94,2.87
105089,23,-12,35,66,3.29
105090,25,-12,37,79,4.02
105091,25,-12,37,57,3.65
105092,25,-14,39,63,1.87
105093,22,-15,37,90,1.95
105094,29,-9,38,56,2.7
105095,23,-10,33,126,2.89
105096,26,-8,34,75,1.72
105097,27,1,26,172,2.87
105098,30,-12,42,38,2.82
105100,22,-11,33,61,3.62
105101,23,-15,38,47,3.5
105102,19,-15,34,106,3.25
105103,19,-16,35,116,3.98
105104,24,-14,38,70,3.64
105105,23,-15,38,94,3.65
105106,21,-12,33,65,1.73
105108,21,-13,34,81,1.99
105110,23,-12,35,87,1.96
105111,27,-12,39,63,2.25
105112,24,-8,32,88,3.23
105113,21,-11,32,66,2.88
105115,20,-13,33,124,2.4
105116,20,-12,32,108,2.35
105117,27,-12,39,68,2.59
105118,22,-14,36,93,2.48
105119,20,-15,35,129,2.63
105120,24,-10,34,99,2.73
105121,25,-9,34,104,2.55
105122,25,-1,26,248,7.99
105123,22,-12,34,51,2.56
105124,20,-13,33,67,2.44
105125,20,-12,32,84,2.57
105126,26,-10,36,99,3.13
105127,27,-8,35,109,3.44
105128,21,-9,30,168,3.81
105129,30,-14,44,34,3.56
105130,29,-11,40,36,2.53
105131,19,-13,32,91,2.67
105132,24,-10,34,65,2.45
105134,19,-12,31,152,2.68
105135,27,-9,36,44,2.04
105136,20,-9,29,127,2.72
105137,20,-9,29,120,2.33
105138,20,-9,29,141,2.46
105139,28,-6,34,82,3.12
105140,26,-7,33,80,4.02
105141,24,-11,35,64,2.45
105142,28,-6,34,71,3.08
105143,22,-11,33,89,2.57
105144,26,-7,33,68,2.37
105148,33,5,28,124,10.63
105151,28,-11,39,37,3.86
105152,29,-8,37,26,3.38
105153,22,-11,33,85,4.18
105155,24,-10,34,93,3.02
105156,23,-10,33,118,2.85
105157,26,-7,33,110,3.27
105160,22,-13,35,115,4.18
105166,24,-18,42,69,5.36
105174,32,2,30,141,9.49
105176,32,1,31,146,10.67
105177,31,0,31,147,13.4
