"","megadbid","Area","N","coast_km","maxaug_c","mindec_c","continen","precip_cm","CMD","Abn_Cya_l","Abn_Cya_s_m","Abn_For_p","Abn_For_sh","Abn_Mtx_m_l","Abn_Mtx_s","Abn_For_sum34_max8","Abn_Cya_sum34_max8","Abn_Mtx_sum34_max8","Abn_eutr","Abn_inter","Abn_meso","Abn_olig","Abn_sens","Abn_tol","Abn_Max_Cya","Abn_Max_For","Abn_Max_Mtx","Abn_Max_eutr","Abn_Max_inter","Abn_Max_meso","Abn_Max_olig","Abn_Max_sens","Abn_Max_tol","Abn_Log_Cya","Abn_Log_For","Abn_Log_Mtx","Abn_Log_eutr","Abn_Log_inter","Abn_Log_meso","Abn_Log_olig","Abn_Log_sens","Abn_Log_tol","Abn_Cya_sum34_max4","Abn_For_sum34_max4","Abn_Mtx_sum34_max4"
"1145",858,"West",2.14,165,22,-6,28,145,392,0,0,4,4,3,4,8,0,7,0,7,3,48,38,3,0,4,4,0,4,3,4,4,3,0,2.411,2.402,0,1,0.1,1,1,0.1,0,20,20
"1146",102595,"West",3.87,838,24,-10,34,86,298,0,0,0,0,3,3,0,0,6,9,0,15,0,12,6,0,0,3,3,0,3,0,3,3,0,0.01,0.4,0.1,0,0.1,0.01,0.1,0.1,0,0,12
"1147",827,"West",2.56,155,24,-6,30,99,447,0,4,4,4,3,4,8,4,7,3,3,9,42,42,6,4,4,4,3,3,3,4,4,3,1,4.3,1.51,0.1,0.1,0.1,1,1,0.1,4,25,19
"1148",102672,"West",2.83,38,25,0,25,392,292,0,3,3,3,3,3,6,3,6,3,6,21,42,51,6,3,3,3,3,3,3,3,3,3,0.1,0.601,1.12,0.1,0.1,0.1,0.1,0.1,0.1,3,18,33
"1149",103166,"West",4.53,1366,25,-12,37,60,273,0,0,3,3,3,0,6,0,3,3,3,12,12,18,3,0,3,3,3,3,3,3,3,3,0,0.3,0.221,0.1,0.1,0.1,0.1,0.1,0.1,0,9,6
"1150",103862,"West",2.59,364,24,-6,30,80,357,0,0,3,3,3,0,6,0,3,0,3,3,24,27,0,0,3,3,0,3,3,3,3,0,0,0.43,0.415,0,0.1,0.1,0.1,0.1,0.001,0,12,12
"1151",102693,"West",3.54,19,24,1,23,407,230,0,0,3,4,4,3,7,0,7,0,7,23,19,34,4,0,4,4,0,4,4,4,4,4,0.011,1.211,1.801,0.001,1,1,1,1,1,0,10,28
"1152",105037,"West",3.05,911,19,-14,33,67,330,0,0,0,3,3,3,3,0,6,6,6,18,6,21,6,0,3,3,3,3,3,3,3,3,0,0.21,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0,6,15
"1153",1963,"West",3.17,152,21,-5,26,160,272,0,0,4,3,4,4,7,0,8,0,4,15,37,37,4,0,4,4,0,4,4,4,4,4,0.001,3.21,4.3,0,1,1,1,1,1,0,18,25
"1154",105009,"West",5.23,837,20,-13,33,77,368,0,0,3,3,3,3,6,0,6,12,9,27,6,39,3,0,3,3,3,3,3,3,3,3,0,0.3,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0,9,24
"1155",103653,"West",7.23,107,25,0,25,146,312,0,0,0,3,3,3,3,0,6,12,6,12,9,9,12,0,3,3,3,3,3,3,3,3,0,0.311,0.503,0.1,0.1,0.1,0.1,0.1,0.1,0,9,15
"1156",101593,"West",4.08,1063,18,-14,32,53,295,0,3,0,0,3,3,0,3,6,3,3,12,15,21,3,3,0,3,3,3,3,3,3,3,0.1,0,0.4,0.1,0.1,0.1,0.1,0.1,0.1,3,0,12
"1157",103232,"West",2.26,671,23,-12,35,55,292,0,0,3,3,3,3,6,0,6,3,3,12,27,30,3,0,3,3,3,3,3,3,3,3,0,0.4,0.62,0.1,0.1,0.1,0.1,0.1,0.1,0,12,18
"1158",105019,"West",3.33,864,20,-16,36,57,376,0,0,3,3,3,0,6,0,3,3,3,24,6,24,3,0,3,3,3,3,3,3,3,3,0,0.31,0.42,0.1,0.1,0.1,0.1,0.1,0.1,0,9,12
"1159",101659,"West",3.96,972,24,-10,34,58,458,0,0,0,3,3,0,3,0,3,12,0,15,3,27,6,0,3,3,3,0,3,3,3,3,0,0.1,0.7,0.1,0,0.1,0.1,0.1,0.1,0,3,21
"1160",104084,"West",4.12,16,24,0,24,257,218,0,0,0,3,3,3,3,0,6,9,3,0,0,6,6,0,3,3,3,3,0,0,3,3,0,0.11,0.3,0.1,0.1,0,0,0.1,0.1,0,3,9
"1161",104920,"West",3.48,489,29,-6,35,105,410,3,0,3,3,3,3,6,3,6,3,15,15,72,54,15,3,3,3,3,3,3,3,3,3,0.11,0.53,1.5,0.1,0.1,0.1,0.1,0.1,0.1,3,15,45
"1162",103362,"West",4.45,103,27,2,25,188,321,0,0,3,3,3,3,6,0,6,15,9,9,12,18,12,0,3,3,3,3,3,3,3,3,0,0.301,0.72,0.1,0.1,0.1,0.1,0.1,0.1,0,9,21
"1163",103282,"West",2.29,557,22,-13,35,107,289,0,0,3,3,3,3,6,0,6,0,3,0,15,15,6,0,3,3,0,3,0,3,3,3,0,0.2,0.303,0.001,0.1,0,0.1,0.1,0.1,0,6,9
"1164",1699,"West",2.2,177,22,-6,28,123,259,0,0,4,4,4,4,8,0,8,0,3,3,55,48,3,0,4,4,0,3,3,4,4,3,0,6.011,3.5,0,0.1,0.1,1,1,0.1,0,24,27
"1165",105011,"West",4.26,847,23,-13,36,78,368,0,0,3,3,3,3,6,0,6,18,12,27,21,45,6,0,3,3,3,3,3,3,3,3,0.01,0.6,0.91,0.1,0.1,0.1,0.1,0.1,0.1,0,18,27
"1166",100677,"West",4.02,884,21,-12,33,57,401,0,0,3,3,3,3,6,0,6,18,0,21,12,36,9,0,3,3,3,0,3,3,3,3,0,0.501,0.711,0.1,0,0.1,0.1,0.1,0.1,0,15,21
"1167",870,"West",1.82,167,23,-6,29,141,383,0,3,4,4,3,4,8,3,7,0,6,3,55,46,3,3,4,4,0,3,3,4,4,3,0.1,2.402,1.7,0,0.1,0.1,1,1,0.1,3,20,25
"1168",100881,"West",3.47,855,19,-14,33,70,303,0,0,0,0,3,3,0,0,6,3,0,9,0,15,0,0,0,3,3,0,3,0,3,0,0,0,0.41,0.1,0,0.1,0,0.1,0.01,0,0,12
"1169",101610,"West",2.98,1027,20,-16,36,59,340,0,0,3,4,3,3,7,0,6,3,3,9,22,31,0,0,4,3,3,3,3,4,4,0,0.01,1.1,0.501,0.1,0.1,0.1,1,1,0.001,0,7,15
"1170",101930,"West",5.5,1155,20,-12,32,69,305,0,0,0,3,3,0,3,0,3,6,0,12,3,15,3,0,3,3,3,0,3,3,3,3,0.001,0.11,0.311,0.1,0,0.1,0.1,0.1,0.1,0,3,9
"1171",104090,"West",3.62,1,25,0,25,217,299,0,0,3,3,3,3,6,0,6,6,6,21,9,24,12,0,3,3,3,3,3,3,3,3,0,0.22,0.81,0.1,0.1,0.1,0.1,0.1,0.1,0,6,24
"1172",104808,"West",2.51,899,25,-10,35,55,289,0,0,3,3,3,3,6,0,6,0,3,0,21,18,3,0,3,3,0,3,0,3,3,3,0,0.401,0.361,0.01,0.1,0.01,0.1,0.1,0.1,0,12,9
"1173",2449,"West",1.99,158,24,-7,31,110,439,0,3,3,3,3,3,6,3,6,3,6,9,45,39,6,3,3,3,3,3,3,3,3,3,0.1,0.6,0.811,0.1,0.1,0.1,0.1,0.1,0.1,3,18,24
"1174",104849,"West",3.22,1015,22,-19,41,57,332,0,0,4,4,4,3,8,0,7,3,7,4,27,20,3,0,4,4,3,4,4,4,4,3,0,2.21,2.201,0.1,1,1,1,1,0.1,0,14,14
"1175",105032,"West",4.64,996,22,-12,34,60,340,0,0,0,3,3,0,3,0,3,3,3,18,6,21,3,0,3,3,3,3,3,3,3,3,0,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0,6,12
"1176",1057,"West",2.3,143,22,-7,29,161,311,0,0,4,3,4,3,7,0,7,0,7,7,43,39,4,0,4,4,0,4,4,4,4,4,0,3.21,1.604,0.001,1,1,1,1,1,0,18,22
"1177",3865,"West",1.88,217,20,-10,30,79,378,0,0,4,4,4,4,8,0,8,0,4,0,34,30,0,0,4,4,0,4,0,4,4,0,0,4.201,2.001,0,1,0,1,1,0,0,22,8
"1178",103880,"West",2.53,110,22,-7,29,113,388,0,0,3,3,3,3,6,0,6,0,9,9,54,45,3,0,3,3,0,3,3,3,3,3,0,0.91,0.82,0.01,0.1,0.1,0.1,0.1,0.1,0,27,24
"1179",104927,"West",3.49,436,26,-7,33,107,355,0,0,3,0,3,0,3,0,3,3,9,9,27,21,6,0,3,3,3,3,3,3,3,3,0.01,0.301,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0,9,18
"1180",3057,"West",3.49,344,24,-6,30,103,362,0,0,3,3,4,3,6,0,7,6,9,14,57,43,9,0,3,4,3,3,4,3,4,3,0,0.82,1.901,0.1,0.1,1,0.1,1,0.1,0,24,31
"1181",104848,"West",3.22,1012,22,-19,41,57,349,0,3,4,4,4,4,8,3,8,0,8,7,30,29,0,3,4,4,0,4,4,4,4,0,0.1,2.11,3.011,0.01,1,1,1,1,0.01,3,11,12
"1182",104335,"West",3.32,991,22,-16,38,64,375,0,0,3,3,4,3,6,0,7,6,3,14,22,29,6,0,3,4,3,3,4,4,4,3,0,0.31,2.303,0.1,0.1,1,1,1,0.1,0,9,17
"1183",104856,"West",3.18,1007,20,-17,37,59,300,0,0,3,4,4,3,7,0,7,4,7,8,20,21,4,0,4,4,4,4,4,4,4,4,0,1.12,3.101,1,1,1,1,1,1,0,7,15
"1184",100237,"West",4.09,327,22,-4,26,83,379,0,0,4,4,4,3,8,0,7,9,10,22,13,32,3,0,4,4,3,4,4,4,4,3,0,3.01,1.42,0.1,1,1,1,1,0.1,0,12,16
"1185",2754,"West",3.07,354,26,-8,34,104,375,3,0,4,3,4,0,7,3,4,7,20,27,60,48,13,3,4,4,4,4,4,4,4,4,0.32,2.411,5.525,1,1,1,1,1,1,9,20,35
"1186",104819,"West",1.91,781,22,-11,33,60,274,0,0,3,4,3,3,7,0,6,3,9,3,37,31,3,0,4,3,3,3,3,4,4,3,0,1.42,0.621,0.1,0.1,0.1,1,1,0.1,0,16,18
"1187",104832,"West",2.71,613,23,-9,32,93,318,0,0,4,3,3,3,7,0,6,3,12,6,59,43,6,0,4,3,3,3,3,4,4,3,0.003,1.631,1.024,0.1,0.1,0.1,1,1,0.1,0,22,30
"1188",103574,"West",2.26,559,23,-13,36,89,267,0,0,4,3,3,3,7,0,6,0,6,6,31,25,0,0,4,3,0,3,3,4,4,0,0.001,1.3,0.4,0,0.1,0.1,1,1,0,0,13,12
"1189",103628,"West",2.21,332,23,-7,30,68,373,0,0,3,3,3,0,6,0,3,0,3,9,33,33,0,0,3,3,0,3,3,3,3,0,0,0.6,0.411,0,0.1,0.1,0.1,0.1,0,0,18,12
"1190",1319,"West",1.86,180,24,-7,31,103,365,0,0,0,3,3,0,3,0,3,0,0,0,6,6,0,0,3,3,0,0,0,3,3,0,0,0.121,0.11,0,0,0,0.1,0.1,0,0,3,3
"1191",103590,"West",2.92,511,27,-8,35,102,283,3,0,3,3,3,3,6,3,6,6,9,9,51,36,15,3,3,3,3,3,3,3,3,3,0.1,0.42,1.11,0.1,0.1,0.1,0.1,0.1,0.1,3,12,33
"1192",105126,"West",3.13,540,26,-10,36,99,338,3,0,3,0,3,0,3,3,3,0,6,12,30,24,3,3,3,3,0,3,3,3,3,3,0.1,0.3,0.5,0,0.1,0.1,0.1,0.1,0.1,3,9,15
"1193",103238,"West",2.19,638,22,-13,35,59,317,0,0,3,3,3,3,6,0,6,0,3,0,24,24,0,0,3,3,0,3,0,3,3,0,0,0.3,0.4,0,0.1,0,0.1,0.1,0,0,9,12
"1194",4185,"West",2.03,120,19,-7,26,89,289,0,0,4,3,3,3,7,0,6,0,9,12,52,43,6,0,4,3,0,3,3,4,4,3,0,1.6,0.901,0,0.1,0.1,1,1,0.1,0,22,27
"1195",105012,"West",4.29,876,20,-14,34,77,333,0,3,3,3,3,3,6,3,6,9,9,42,33,66,12,3,3,3,3,3,3,3,3,3,0.2,0.4,1.2,0.1,0.1,0.1,0.1,0.1,0.1,6,12,36
"1196",104053,"West",2.3,129,21,-8,29,103,359,0,0,3,3,0,0,6,0,0,0,0,0,6,6,0,0,3,0,0,0,0,3,3,0,0,0.2,0.013,0,0,0.001,0.1,0.1,0,0,6,0
"1197",102665,"West",2.02,138,27,-4,31,142,445,0,0,3,0,3,0,3,0,3,6,9,15,57,45,12,0,3,3,3,3,3,3,3,3,0.03,0.82,1.111,0.1,0.1,0.1,0.1,0.1,0.1,0,24,33
"1198",103632,"West",2.09,317,24,-6,30,65,426,0,0,3,3,3,3,6,0,6,0,3,9,21,27,0,0,3,3,0,3,3,3,3,0,0,0.312,0.61,0.01,0.1,0.1,0.1,0.1,0.01,0,9,18
"1199",3222,"West",7.99,97,26,1,25,181,246,0,0,0,4,4,0,4,0,4,33,3,10,7,20,23,0,4,4,4,3,4,4,4,4,0.003,3.001,3.334,1,0.1,1,1,1,1,0,12,21
"1200",102857,"West",2.77,959,21,-16,37,72,298,0,0,4,4,3,3,8,0,6,0,3,6,24,24,0,0,4,3,0,3,3,4,4,0,0,2.001,0.4,0,0.1,0.1,1,1,0,0,8,12
"1201",104912,"West",2.43,631,22,-12,34,72,323,0,0,3,3,3,3,6,0,6,3,6,6,33,30,3,0,3,3,3,3,3,3,3,3,0,0.42,0.561,0.1,0.1,0.1,0.1,0.1,0.1,0,12,15
"1202",4186,"West",2.03,121,19,-7,26,87,303,0,0,3,3,3,0,6,0,3,0,0,0,27,27,0,0,3,3,0,0,0,3,3,0,0,0.61,0.31,0,0,0,0.1,0.1,0,0,18,9
"1203",105104,"West",3.64,858,24,-14,38,70,365,0,0,3,4,3,3,7,0,6,3,0,3,13,13,3,0,4,3,3,0,3,4,4,3,0,1.2,0.21,0.1,0,0.1,1,1,0.1,0,10,6
"1204",2236,"West",2.75,123,21,-5,26,160,321,0,3,4,3,4,4,7,3,8,6,20,19,89,70,10,3,4,4,3,4,4,4,4,4,0.1,2.5,8.12,0.1,1,1,1,1,1,3,23,61
"1205",104845,"West",3.27,1084,21,-17,38,62,320,0,0,0,3,4,0,3,0,4,4,4,8,7,11,4,0,3,4,4,4,4,4,4,4,0,0.12,3.021,1,1,1,1,1,1,0,3,12
"1206",102960,"West",3.18,30,24,3,21,193,340,0,0,3,3,3,0,6,0,3,9,0,6,9,18,6,0,3,3,3,0,3,3,3,3,0.001,0.4,0.341,0.1,0.01,0.1,0.1,0.1,0.1,0,12,9
"1207",103620,"West",2.59,363,25,-6,31,78,367,0,0,3,3,3,3,6,0,6,0,3,9,48,51,0,0,3,3,0,3,3,3,3,0,0,0.911,0.632,0.01,0.1,0.1,0.1,0.1,0.01,0,27,18
"1208",104156,"West",2.97,370,25,-9,34,99,336,0,0,3,3,4,3,6,0,7,9,10,4,46,27,13,0,3,4,3,4,4,4,3,4,0,0.8,1.5,0.1,1,1,1,0.1,1,0,24,19
"1209",102940,"West",2.22,133,24,-5,29,161,363,0,0,3,0,3,3,3,0,6,3,9,6,45,39,3,0,3,3,3,3,3,3,3,3,0,0.511,0.841,0.1,0.1,0.1,0.1,0.1,0.1,0,15,24
"1210",4184,"West",2.03,123,21,-7,28,70,338,0,0,0,3,3,3,3,0,6,0,0,6,12,18,3,0,3,3,0,0,3,3,3,3,0,0.21,0.51,0,0,0.1,0.1,0.1,0.1,0,6,15
"1211",2139,"West",2.59,393,23,-9,32,74,314,0,0,4,4,4,3,8,0,7,3,9,6,50,42,6,0,4,4,3,3,3,4,4,3,0,3.102,3.722,0.1,0.1,0.1,1,1,0.1,0,15,33
"1212",1587,"West",2.02,190,22,-7,29,111,401,0,0,4,3,4,4,7,0,8,0,7,7,48,38,3,0,4,4,0,4,4,4,4,3,0,4.3,4.113,0,1,1,1,1,0.1,0,25,19
"1213",103894,"West",3.34,80,25,-1,26,168,260,0,0,3,3,3,0,6,0,3,12,3,3,12,9,9,0,3,3,3,3,3,3,3,3,0,0.322,0.437,0.1,0.1,0.1,0.1,0.1,0.1,0,9,12
"1214",102943,"West",2.47,106,26,-2,28,160,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.023,0,0.01,0.01,0.01,0.01,0.01,0,0,0
"1215",101955,"West",5.43,1150,21,-14,35,97,335,0,0,3,3,3,3,6,0,6,6,0,12,12,21,6,0,3,3,3,0,3,3,3,3,0,0.2,0.43,0.1,0,0.1,0.1,0.1,0.1,0,6,12
"1216",103213,"West",4.64,871,24,-15,39,81,352,0,0,3,3,3,3,6,0,6,3,3,9,24,27,3,0,3,3,3,3,3,3,3,3,0,0.3,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0,9,15
"1217",3058,"West",3.93,343,24,-6,30,124,274,0,0,3,3,3,3,6,0,6,6,9,12,54,39,9,0,3,3,3,3,3,3,3,3,0,0.9,0.901,0.1,0.1,0.1,0.1,0.1,0.1,0,27,27
"1218",4183,"West",2.03,123,20,-7,27,76,339,0,0,4,4,3,3,8,0,6,0,3,9,23,26,0,0,4,3,0,3,3,4,4,0,0,2.21,0.5,0,0.1,0.1,1,1,0,0,14,15
"1219",104046,"West",2.87,134,24,-7,31,81,451,0,3,3,3,3,3,6,3,6,3,0,3,27,33,3,3,3,3,3,0,3,3,3,3,0.1,0.51,0.425,0.1,0.001,0.1,0.1,0.1,0.1,3,15,12
"1220",105087,"West",3.77,933,24,-15,39,79,360,0,0,3,4,3,3,7,0,6,9,0,15,13,28,6,0,4,3,3,0,3,4,4,3,0,1.11,0.601,0.1,0.001,0.1,1,1,0.1,0,7,18
"1221",2497,"West",1.52,191,22,-11,33,54,367,0,0,3,3,3,3,6,0,6,6,6,0,30,21,6,0,3,3,3,3,0,3,3,3,0,0.51,0.43,0.1,0.1,0,0.1,0.1,0.1,0,15,12
"1222",826,"West",3.16,31,25,1,24,343,273,0,0,0,0,3,0,0,0,3,0,0,3,3,6,0,0,0,3,0,0,3,3,3,0,0,0.001,0.234,0.001,0,0.1,0.1,0.1,0.001,0,0,6
"1223",104008,"West",2.17,507,24,-8,32,76,341,0,0,4,3,4,0,7,0,4,3,6,16,32,36,6,0,4,4,3,3,4,4,4,3,0,1.32,2.614,0.1,0.1,1,1,1,0.1,0,13,26
"1224",104855,"West",3.52,1035,19,-13,32,66,252,0,0,4,4,4,3,8,0,7,3,7,7,22,22,3,0,4,4,3,4,4,4,4,3,0,2.01,2.202,0.1,1,1,1,1,0.1,0,8,14
"1225",1525,"West",1.93,185,22,-7,29,124,368,0,0,4,3,3,4,7,0,7,0,0,0,46,43,3,0,4,4,0,0,0,4,4,3,0,2.6,1.222,0,0.01,0.01,1,1,0.1,0,26,10
"1226",100909,"West",5.09,801,20,-15,35,80,357,0,3,4,3,3,3,7,3,6,6,3,41,12,50,3,3,4,3,3,3,4,3,4,3,0.1,1.4,0.5,0.1,0.1,1,0.1,1,0.1,3,16,15
"1227",103648,"West",5.12,110,25,-3,28,277,288,0,0,3,3,3,3,6,0,6,6,9,9,15,15,6,0,3,3,3,3,3,3,3,3,0,0.211,0.54,0.1,0.1,0.1,0.1,0.1,0.1,0,6,15
"1228",2564,"West",2.05,161,23,-7,30,116,431,0,0,3,3,3,3,6,0,6,0,3,3,45,39,3,0,3,3,0,3,3,3,3,3,0.01,0.71,0.702,0.001,0.1,0.1,0.1,0.1,0.1,0,21,21
"1229",103671,"West",3.55,43,23,-1,24,180,297,0,0,0,3,3,3,3,0,6,15,6,18,9,18,15,0,3,3,3,3,3,3,3,3,0,0.343,0.713,0.1,0.1,0.1,0.1,0.1,0.1,0,9,21
"1230",103904,"West",3.57,15,24,-1,25,191,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.041,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0
"1231",104906,"West",3.21,598,22,-13,35,114,288,0,0,3,3,3,0,6,0,3,0,0,6,15,18,0,0,3,3,0,0,3,3,3,0,0,0.301,0.202,0,0.001,0.1,0.1,0.1,0,0,9,6
"1232",104930,"West",4.22,423,25,-8,33,92,314,3,0,3,3,3,3,6,3,6,12,15,15,60,48,21,3,3,3,3,3,3,3,3,3,0.1,0.521,1.61,0.1,0.1,0.1,0.1,0.1,0.1,3,15,48
"1233",831,"West",1.92,165,22,-6,28,125,405,0,0,3,3,3,0,6,0,3,0,3,9,24,27,0,0,3,3,0,3,3,3,3,0,0,0.532,0.423,0.01,0.1,0.1,0.1,0.1,0.01,0,15,12
"1234",3751,"West",2.05,405,23,-10,33,87,394,0,0,4,4,3,4,8,0,7,0,0,0,23,23,0,0,4,4,0,0,0,4,4,0,0,4.001,1.1,0,0,0,1,1,0,0,16,7
"1235",102570,"West",3.4,1060,20,-15,35,60,297,0,0,3,3,0,3,6,0,3,0,3,0,18,15,0,0,3,3,0,3,0,3,3,0,0,0.3,0.1,0,0.1,0,0.1,0.1,0,0,9,3
"1236",101587,"West",5.62,1080,23,-10,33,64,291,0,0,3,3,3,3,6,0,6,18,6,36,27,57,9,0,3,3,3,3,3,3,3,3,0.01,0.4,1.41,0.1,0.1,0.1,0.1,0.1,0.1,0,12,42
"1237",102404,"West",3.14,28,27,0,27,253,436,3,0,0,3,3,3,3,3,6,6,3,6,18,27,3,3,3,3,3,3,3,3,3,3,0.2,0.31,0.42,0.1,0.1,0.1,0.1,0.1,0.1,6,9,12
"1238",2045,"West",3.3,155,22,-5,27,63,364,0,0,4,4,4,4,8,0,8,0,4,10,26,32,0,0,4,4,0,4,4,4,4,0,0,3.02,2.41,0,1,1,1,1,0.01,0,12,20
"1239",2378,"West",1.86,90,23,-6,29,129,341,0,3,4,3,4,3,7,3,7,0,6,6,67,58,3,3,4,4,0,3,3,4,4,3,0.1,2.521,2.816,0.001,0.1,0.1,1,1,0.1,3,23,32
"1240",104818,"West",2.21,769,22,-11,33,56,228,0,3,3,3,3,0,6,3,3,3,3,6,24,24,3,3,3,3,3,3,3,3,3,3,0.1,0.412,0.424,0.1,0.1,0.1,0.1,0.1,0.1,3,12,12
"1241",1989,"West",2.35,157,20,-5,25,141,271,0,0,4,4,4,4,8,0,8,0,7,10,61,49,4,0,4,4,0,4,4,4,4,4,0,7.01,4.452,0.01,1,1,1,1,1,0,28,28
"1242",103379,"West",3.48,26,24,1,23,212,314,0,0,0,3,3,3,3,0,6,3,3,3,0,6,6,0,3,3,3,3,3,0,3,3,0,0.104,0.3,0.1,0.1,0.1,0.001,0.1,0.1,0,3,9
"1243",103883,"West",2.5,90,22,-6,28,140,494,0,3,3,3,3,3,6,3,6,0,6,6,54,48,3,3,3,3,0,3,3,3,3,3,0.1,0.621,0.822,0.001,0.1,0.1,0.1,0.1,0.1,3,18,24
"1244",103625,"West",2.79,372,23,-9,32,78,361,0,0,3,3,3,3,6,0,6,0,3,9,39,42,0,0,3,3,0,3,3,3,3,0,0,0.61,0.82,0.01,0.1,0.1,0.1,0.1,0.01,0,18,24
"1245",103522,"West",2.29,982,24,-9,33,57,277,0,0,3,3,3,0,6,0,3,0,0,0,15,15,0,0,3,3,0,0,0,3,3,0,0,0.3,0.11,0.01,0,0,0.1,0.1,0.01,0,9,3
"1246",105093,"West",1.95,667,22,-15,37,90,291,0,0,3,3,3,3,6,0,6,0,3,6,18,18,0,0,3,3,0,3,3,3,3,0,0,0.21,0.31,0.01,0.1,0.1,0.1,0.1,0.01,0,6,9
"1247",104916,"West",3.04,523,25,-11,36,94,247,0,0,3,3,3,3,6,0,6,6,9,9,57,45,15,0,3,3,3,3,3,3,3,3,0,0.711,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0,21,36
"1248",3661,"West",3.49,342,25,-6,31,100,342,0,0,3,3,3,3,6,0,6,9,9,15,48,39,15,0,3,3,3,3,3,3,3,3,0,0.601,1.31,0.1,0.1,0.1,0.1,0.1,0.1,0,18,39
"1249",103900,"West",4.55,41,25,0,25,109,345,3,0,0,3,3,3,3,3,6,45,18,15,18,24,39,3,3,3,3,3,3,3,3,3,0.1,0.51,1.32,0.1,0.1,0.1,0.1,0.1,0.1,3,15,39
"1250",103385,"West",3.63,26,26,2,24,204,279,0,0,3,3,3,0,6,0,3,3,3,6,6,9,3,0,3,3,3,3,3,3,3,3,0,0.21,0.14,0.1,0.1,0.1,0.1,0.1,0.1,0,6,3
"1251",104923,"West",3.01,447,26,-7,33,92,378,0,0,3,3,3,3,6,0,6,6,15,15,57,39,9,0,3,3,3,3,3,3,3,3,0,0.51,1.11,0.1,0.1,0.1,0.1,0.1,0.1,0,15,33
"1252",1059,"West",1.97,164,22,-8,30,123,383,0,0,3,3,3,3,6,0,6,0,3,0,36,36,0,0,3,3,0,3,0,3,3,0,0,0.63,0.521,0,0.1,0,0.1,0.1,0,0,18,15
"1253",1491,"West",1.93,181,24,-7,31,103,428,0,0,4,3,4,3,7,0,7,0,7,4,58,52,0,0,4,4,0,4,4,4,4,0,0.01,4.3,3.511,0,1,1,1,1,0.01,0,25,27
"1254",4046,"West",2.85,124,21,-5,26,157,298,0,0,4,3,4,4,7,0,8,0,8,7,56,44,7,0,4,4,0,4,4,4,4,4,0.004,3.214,6.368,0.01,1,1,1,1,1,0,18,33
"1255",105080,"West",4.09,942,21,-12,33,94,279,0,0,0,4,4,0,4,0,4,3,0,11,11,18,3,0,4,4,3,0,4,4,4,3,0,1.11,2.101,0.1,0,1,1,1,0.1,0,7,11
"1256",103595,"West",2.85,455,23,-10,33,119,343,0,0,3,3,3,0,6,0,3,0,3,12,36,42,0,0,3,3,0,3,3,3,3,0,0,0.811,0.41,0,0.1,0.1,0.1,0.1,0,0,24,12
"1257",102939,"West",1.83,148,22,-7,29,145,336,0,0,3,0,3,3,3,0,6,0,3,0,42,39,0,0,3,3,0,3,0,3,3,0,0,0.61,0.5,0,0.1,0,0.1,0.1,0,0,18,15
"1258",104899,"West",2.15,675,22,-14,36,66,300,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0.01,0.12,0.01,0.01,0.01,0.1,0.1,0.01,0,0,3
"1259",2177,"West",3.4,344,25,-6,31,100,388,0,0,3,3,4,3,6,0,7,6,9,13,33,31,9,0,3,4,3,3,4,3,4,3,0,0.424,1.921,0.1,0.1,1,0.1,1,0.1,0,12,31
"1260",1428,"West",1.9,216,22,-8,30,75,434,0,0,4,3,3,4,7,0,7,0,3,0,52,46,0,0,4,4,0,3,0,4,4,0,0,4.41,2.2,0,0.1,0,1,1,0,0,28,14
"1261",102405,"West",2.76,15,25,1,24,255,410,0,0,3,3,3,3,6,0,6,9,3,9,6,18,0,0,3,3,3,3,3,3,3,0,0.012,0.511,0.324,0.1,0.1,0.1,0.1,0.1,0.01,0,15,9
"1262",103639,"West",3.37,156,21,-5,26,126,333,0,0,3,0,3,3,3,0,6,0,6,12,51,42,3,0,3,3,0,3,3,3,3,3,0,0.62,0.942,0,0.1,0.1,0.1,0.1,0.1,0,18,27
"1263",103627,"West",2.3,346,24,-7,31,67,407,0,0,3,3,3,0,6,0,3,0,0,0,27,27,0,0,3,3,0,0,0,3,3,0,0,0.6,0.2,0,0,0,0.1,0.1,0,0,18,6
"1264",103521,"West",2.8,1028,25,-8,33,55,271,0,0,3,3,4,3,6,0,7,3,6,3,27,25,3,0,3,4,3,3,3,3,4,3,0.001,0.4,1.312,0.1,0.1,0.1,0.1,1,0.1,0,12,13
"1265",103264,"West",3.49,579,22,-10,32,116,289,0,0,3,3,3,0,6,0,3,0,0,6,18,21,0,0,3,3,0,0,3,3,3,0,0,0.4,0.21,0,0.01,0.1,0.1,0.1,0,0,12,6
